prompt	answer
цэнгүүнээр	цэнгүүн <ins>
нүдэнд	нүд <dat>
зохицуулалтын	зохицуулалт <gen>
мэнгийг	мэнгэ <acc>
огтлоосны	огтлоос <gen>
үйлдвэрлэгчээр	үйлдвэрлэгч <ins>
гашуудлаа	гашуудал <voc>
үндэслэлийг	үндэслэл <acc>
сонгиноор	сонгино <ins>
хуваагдагчаа	хуваагдагч <voc>
шүүгчийн	шүүгч <gen>
шрифтийн	шрифт <gen>
сурталчилгааны	сурталчилгааны <gen>
наймаачнаас	наймаачин <abl>
сүйгээс	сүй <abl>
дахилтаа	дахилт <voc>
логикоос	логик <abl>
холбоог	холбоо <acc>
бээлийд	бээлий <dat>
цувралаас	цуврал <abl>
заргаа	зарга <voc>
эзэмшилд	эзэмшил <dat>
эсрэгцлийн	эсрэгцэл <gen>
дагалдагчаа	дагалдагч <voc>
гийчний	гийчин <gen>
дагавраас	дагавар <abl>
нээлтээс	нээлт <abl>
маслонаас	масло <abl>
босуулаас	босуул <abl>
цочролтой	цочрол <com>
ордны	ордон <gen>
трамвайн	трамвай <gen>
цээжээ	цээж <voc>
болроос	болор <abl>
хүүхдийн	хүүхэд <gen>
уншигчаа	уншигч <voc>
нянд	нян <dat>
өнцөгт	өнцөг <dat>
уулзалттай	уулзалт <com>
инерцээс	инерц <abl>
санхүүгээс	санхүү <abl>
зохицуулагчаар	зохицуулагч <ins>
зохицуулагчаа	зохицуулагч <voc>
лавлахад	лавлах <dat>
тэмүүллийн	тэмүүлэл <gen>
босгоор	босго <ins>
компьютероо	компьютер <voc>
хадуураас	хадуур <abl>
компанитай	компани <com>
үерээ	үер <voc>
бохирдлыг	бохирдол <acc>
шингэлтээр	шингэлт <ins>
тогтворжуулалтаа	тогтворжуулалт <voc>
халбагатай	халбага <com>
гэгээрлээ	гэгээрэл <voc>
махлагийн	махлаг <gen>
тамгаа	тамга <voc>
чононоос	чоно <abl>
уранаар	уран <ins>
хавирганы	хавирга <gen>
этгээдэд	этгээд <dat>
хөлгөө	хөлөг <voc>
егөөтэй	егөө <com>
кабельд	кабель <dat>
хугарлын	хугарал <gen>
онолыг	онол <acc>
саналтай	санал <com>
заанаа	заан <voc>
чимэгт	чимэг <dat>
нэвтрүүлэгчээр	нэвтрүүлэгч <ins>
тайлбараас	тайлбар <abl>
эрдэмтэнтэй	эрдэмтэн <com>
асуудалтай	асуудал <com>
заагчид	заагч <dat>
өвчинд	өвчин <dat>
гөлөгнөөс	гөлөг <abl>
мөргөлдөөнд	мөргөлдөөн <dat>
мөнгөө	мөнгө <voc>
пальтог	пальто <acc>
егөөг	егөө <acc>
байгууламжид	байгууламж <dat>
графиктай	график <com>
нууцлалаас	нууцлал <abl>
буудлаа	буудал <voc>
байгууламжтай	байгууламж <com>
холестериноо	холестерин <voc>
хучлагатай	хучлага <com>
атирааны	атираа <gen>
зэмлэлээс	зэмлэл <abl>
синдромын	синдром <gen>
шийдвэрийн	шийдвэр <gen>
эрхшээлийн	эрхшээл <gen>
хөргүүрээс	хөргүүр <abl>
гаргийг	гараг <acc>
мөргөлөө	мөргөл <voc>
дархлаанаас	дархлаа <abl>
бичиглэлийн	бичиглэл <gen>
өчилтэй	өчил <com>
гадаргуугаа	гадаргуу <voc>
жуулчны	жуулчин <gen>
ерөнхийлөгчтэй	ерөнхийлөгч <com>
студид	студи <dat>
исгийг	исэг <acc>
түрээсийг	түрээс <acc>
дилерт	дилер <dat>
бүтээлийн	бүтээл <gen>
доройтлоос	доройтол <abl>
магтаалаа	магтаал <voc>
гадуурхлаас	гадуурхал <abl>
шувууг	шувуу <acc>
татварт	татвар <dat>
шударгаа	шударга <voc>
хийлийг	хийл <acc>
бадагт	бадаг <dat>
туулиар	тууль <ins>
ухаарлаар	ухаарал <ins>
гуяанд	гуя <dat>
хадгаламжийн	хадгаламж <gen>
адрыг	адар <acc>
шавхайгаа	шавхай <voc>
дүнзээр	дүнз <ins>
уулзварыг	уулзвар <acc>
үнэлгээтэй	үнэлгээ <com>
авианаас	авиа <abl>
эрхлэгчтэй	эрхлэгч <com>
бэхжилтэд	бэхжилт <dat>
амьтантай	амьтан <com>
егөөдөлд	егөөдөл <dat>
хувьсгалаа	хувьсгал <voc>
улаа	ул <voc>
стратегиар	стратеги <ins>
түлхүүрээр	түлхүүр <ins>
шохойн	шохой <gen>
савлууртай	савлуур <com>
хуваарьтай	хуваарь <com>
уйтгарыг	уйтгар <acc>
чихэртэй	чихэр <com>
манангаа	манан <voc>
нэхэмжлэгчээс	нэхэмжлэгч <abl>
ялгаврыг	ялгавар <acc>
голтой	гол <com>
авгалдайтай	авгалдай <com>
хоцрогдлоо	хоцрогдол <voc>
гахайтай	гахай <com>
заавраар	заавар <ins>
тамирчны	тамирчин <gen>
биллиардаа	биллиард <voc>
мансууралтай	мансуурал <com>
борлуулалтын	борлуулалт <gen>
зөвлөгөөнтэй	зөвлөгөөн <com>
гэдэсний	гэдэс <gen>
зоодойг	зоодой <acc>
ваарыг	ваар <acc>
тугалгыг	тугалга <acc>
хонхыг	хонх <acc>
тэсвэрээ	тэсвэр <voc>
хаягийг	хаяг <acc>
хаялтаас	хаялт <abl>
даяанд	даяан <dat>
тунхгаар	тунхаг <ins>
хожуулыг	хожуул <acc>
банзалтай	банзал <com>
луужингаар	луужин <ins>
бодолтод	бодолт <dat>
цуглаантай	цуглаан <com>
тамхичинд	тамхичин <dat>
үнэгтэй	үнэг <com>
үйлчлэгчтэй	үйлчлэгч <com>
эрхтэй	эрх <com>
ядаргааны	ядаргаа <gen>
цаасны	цаас <gen>
ханцуйнаас	ханцуй <abl>
сурагчаар	сурагч <ins>
уусмалаас	уусмал <abl>
азотоор	азот <ins>
сэнсэнд	сэнс <dat>
зураглалаар	зураглал <ins>
зэвсгээ	зэвсэг <voc>
эмэгчинтэй	эмэгчин <com>
өлсгөлөнгийн	өлсгөлөн <gen>
өдийг	өд <acc>
журмаар	журам <ins>
хошуучид	хошууч <dat>
чийдэнгээс	чийдэн <abl>
зөвлөмжөөр	зөвлөмж <ins>
янжуураар	янжуур <ins>
хонгоо	хонго <voc>
цоглогоос	цоглог <abl>
эндлийг	эндэл <acc>
оролцоог	оролцоо <acc>
оосортой	оосор <com>
тэнцэтгэлээс	тэнцэтгэл <abl>
цэцэгжүүлэлттэй	цэцэгжүүлэлт <com>
хямдралтай	хямдрал <com>
зэвээр	зэв <ins>
зөвлөлтэй	зөвлөл <com>
байршилд	байршил <dat>
мандолинд	мандолин <dat>
тайлбараар	тайлбар <ins>
хуваарилалтыг	хуваарилалт <acc>
сурагчийг	сурагч <acc>
морийг	морь <acc>
анхаарлаа	анхаарал <voc>
залхуурлаар	залхуурал <ins>
капсулаар	капсул <ins>
үртэсний	үртэс <gen>
царцааны	царцаа <gen>
эргүүлээр	эргүүл <ins>
хаалтаар	хаалт <ins>
үрлэгийг	үрлэг <acc>
чанарын	чанар <gen>
банзаар	банз <ins>
хөдөлмөрчний	хөдөлмөрчин <gen>
ходоодоо	ходоод <voc>
оёдлыг	оёдол <acc>
сархдад	сархад <dat>
тахианд	тахиа <dat>
эзлэгчийг	эзлэгч <acc>
илгээмжээ	илгээмж <voc>
онгоцтой	онгоц <com>
хиамны	хиам <gen>
ижилсэлтэй	ижилсэл <com>
зээрэнцэгт	зээрэнцэг <dat>
байлдааны	байлдаан <gen>
язгууртанд	язгууртан <dat>
яснаас	яс <abl>
илэрхийллийг	илэрхийлэл <acc>
индукцийг	индукц <acc>
ололтоос	ололт <abl>
хэлээ	хэл <voc>
давтамжаа	давтамж <voc>
танготой	танго <com>
цацрагийг	цацраг <acc>
тунадсанд	тунадас <dat>
сонирхогчийн	сонирхогчийн <gen>
статистиктай	статистик <com>
тоогоор	тоо <ins>
даруулыг	даруул <acc>
таамаглалаа	таамаглал <voc>
хийлчид	хийлч <dat>
бэлхүүсний	бэлхүүс <gen>
удирдамжид	удирдамж <dat>
голоос	гол <abl>
дэвшилд	дэвшил <dat>
боолын	боол <gen>
асуултаар	асуулт <ins>
төвлөрүүлэлтэд	төвлөрүүлэлт <dat>
ваараа	ваар <voc>
зөрчилдөөнөөр	зөрчилдөөн <ins>
тотемд	тотем <dat>
бэхжилтийг	бэхжилт <acc>
анчинд	анчин <dat>
урхиар	урхи <ins>
хүүтэй	хүү <com>
кафенаас	кафе <abl>
цаасанд	цаас <dat>
тамгатай	тамга <com>
ариутгалыг	ариутгал <acc>
дамжуулагчийг	дамжуулагч <acc>
суутгалаас	суутгал <abl>
дунгаар	дун <ins>
буурьтай	буурь <com>
ариутгалаар	ариутгал <ins>
доголдлын	доголдол <gen>
шүтэлцээгээ	шүтэлцээ <voc>
жичийн	жич <gen>
хийлчийг	хийлч <acc>
бөөгнөрлөөс	бөөгнөрөл <abl>
ярилцлагыг	ярилцлага <acc>
бүрдлээ	бүрдэл <voc>
линзээ	линз <voc>
зогсцоор	зогсоц <ins>
цуглаанаа	цуглаан <voc>
дадлагыг	дадлага <acc>
зүлгүүрээр	зүлгүүр <ins>
жичийг	жич <acc>
довоо	дов <voc>
сорилготой	сорилго <com>
үүлээр	үүл <ins>
мэдээтэй	мэдээ <com>
асфальтаас	асфальт <abl>
хөдөлмөрчинд	хөдөлмөрчин <dat>
дасгалжуулагчид	дасгалжуулагч <dat>
үгүйсгэлийг	үгүйсгэл <acc>
халдлагын	халдлага <gen>
шатнаас	шат <abl>
гэдсэнд	гэдэс <dat>
худгаас	худаг <abl>
үүсгэлийн	үүсгэл <gen>
зурлагаас	зурлага <abl>
дээрэмд	дээрэм <dat>
хэрчдэсийг	хэрчдэс <acc>
хүдэрт	хүдэр <dat>
угсралтаа	угсралт <voc>
үнэтэй	үнэ <com>
тагнуулыг	тагнуул <acc>
шүүрэлд	шүүрэл <dat>
буртгийн	буртаг <gen>
сонгинод	сонгино <dat>
дадлагад	дадлага <dat>
фокусаа	фокус <voc>
гэртэй	гэр <com>
даамжралд	даамжрал <dat>
гараа	гар <voc>
энгэрээр	энгэр <ins>
аваргатай	аварга <com>
кафегаар	кафе <ins>
өчлийг	өчил <acc>
тогтворжилтоо	тогтворжилт <voc>
дүрслэлийн	дүрслэл <gen>
вангаас	ван <abl>
хүнд	хүн <dat>
баяслаа	баясал <voc>
хөрөнгөтнөөр	хөрөнгөтөн <ins>
шингэлтэд	шингэлт <dat>
найзтай	найз <com>
тахианы	тахиа <gen>
даралтаас	даралт <abl>
санаачлагчийн	санаачлагч <gen>
даяанчаар	даяанч <ins>
түйвээнээс	түйвээн <abl>
донсолгоонд	донсолгоо <dat>
талхаа	талх <voc>
доголдлыг	доголдол <acc>
урилгыг	урилга <acc>
зэвсгийг	зэвсэг <acc>
жадтай	жад <com>
сульдааг	сульдаа <acc>
хурдатгалд	хурдатгал <dat>
өгзгөө	өгзөг <voc>
эгчийн	эгч <gen>
дүнтэй	дүн <com>
харьцаанаас	харьцаа <abl>
урсгалаар	урсгал <ins>
диаметрийг	диаметр <acc>
элчээс	элч <abl>
баталгааны	баталгаа <gen>
нөхвөртэй	нөхвөр <com>
дугтуйд	дугтуй <dat>
осолд	осол <dat>
удирдагчаас	удирдагч <abl>
хаягдлын	хаягдал <gen>
зарлагаас	зарлага <abl>
аяа	ая <voc>
амбицаар	амбиц <ins>
үйлчлүүлэгчийн	үйлчлүүлэгч <gen>
квадратаа	квадрат <voc>
бөгсөнд	бөгс <dat>
ичээтэй	ичээ <com>
жүржээс	жүрж <abl>
эзэмшигчээс	эзэмшигч <abl>
загасанд	загас <dat>
